campaign_id,channel,impressions,clicks,conversions,revenue,cost,date,CTR,conversion_rate,CPC,ROI
C204,Instagram Ads,30830.0,4277.0,1260,106819.41,17574.63,2024-10-30,0.13872851119039897,0.2945990180032733,4.109102174421324,5.078046024297524
C245,Google Ads,5701.0,570.0,33,2463.05,291.38,2024-07-13,0.0999824592176811,0.05789473684210526,0.5111929824561403,7.453050998695861
C184,Email,29999.0,1672.0,389,24537.21,5782.51,2024-08-03,0.0557351911730391,0.2326555023923445,3.458438995215311,3.243349341375976
C118,Google Ads,49629.0,711.0,63,8032.0,2068.73,2024-05-02,0.014326301154566887,0.08860759493670886,2.909606188466948,2.88257529982163
C133,,44073.0,1146.0,327,24559.26,1577.15,2024-07-07,0.02600231434211422,0.28534031413612565,1.3762216404886563,14.571924040199091
C143,Facebook Ads,10932.0,1585.0,79,1074.0,2552.2,2024-12-12,0.14498719356019027,0.049842271293375394,1.6102208201892743,-0.5791865841235012
C197,Unknown,47059.0,1777.0,330,41672.41,2345.58,2024-12-22,0.03776110839584351,0.18570624648283623,1.3199662352279122,16.76635629567101
C178,Facebook Ads,37288.0,4458.0,522,36525.87,8275.82,2024-09-16,0.11955588929414289,0.11709286675639301,1.856397487662629,3.413565060622392
C188,Google Ads,27728.0,3469.0,171,24711.25,10301.05,2024-08-23,0.12510819388343913,0.049293744594984146,2.969458057076967,1.3989059367734358
C140,Unknown,11743.0,1323.0,384,18359.63,4887.74,2024-10-02,0.11266286298220217,0.29024943310657597,3.694436885865457,2.7562615851088648
C224,,28745.0,3610.0,671,36987.29,4805.2,2024-02-14,0.12558705861889025,0.1858725761772853,1.3310803324099723,6.697346624490136
C172,,16181.0,1861.0,334,34584.49,3187.64,2024-09-10,0.1150114331623509,0.17947340139709833,1.7128640515851692,9.849559548757075
C184,Instagram Ads,32152.0,1276.0,310,17870.71,5100.61,2024-12-25,0.03968648917641204,0.24294670846394983,3.9973432601880874,2.5036417212843167
C171,Google Ads,34057.0,4860.0,213,23602.63,11430.85,2024-05-03,0.1427019408638459,0.043827160493827164,2.3520267489711935,1.064818451821168
C217,LinkedIn Ads,20294.0,917.0,49,1811.13,735.55,2024-10-01,0.045185769192864884,0.05343511450381679,0.8021264994547437,1.4622799265855486
C148,Email,14380.0,1630.0,158,14621.66,5693.38,2024-11-01,0.1133518776077886,0.09693251533742331,3.4928711656441718,1.5681862092465282
C173,Facebook Ads,12921.0,665.0,80,4185.4,2177.0,2024-03-05,0.051466604751954186,0.12030075187969924,3.2736842105263158,0.9225539733578317
C171,Google Ads,3773.0,330.0,71,1965.22,1302.69,2024-09-08,0.08746355685131195,0.21515151515151515,3.947545454545455,0.508586079573805
C127,Google Ads,37821.0,1883.0,290,16732.66,8200.63,2024-05-09,0.04978715528410142,0.15400955921402018,4.355087626128518,1.0404115293581104
C223,Facebook Ads,4482.0,296.0,12,1177.47,155.45,2024-03-17,0.06604194556001784,0.04054054054054054,0.5251689189189189,6.5745899002894825
C245,LinkedIn Ads,5782.0,862.0,45,5265.99,2453.71,2024-11-12,0.1490833621584227,0.052204176334106726,2.8465313225058004,1.1461338136943648
C158,Unknown,29724.0,4077.0,420,38805.28,8566.12,2024-10-18,0.13716188938231733,0.10301692420897719,2.101084130488104,3.5300883013546382
C116,Facebook Ads,13817.0,1348.0,126,2692.15,1762.42,2024-10-09,0.0975609756097561,0.09347181008902077,1.307433234421365,0.5275303276177075
C120,Instagram Ads,375.0,25.0,5,378.94,10.93,2024-05-27,0.06666666666666667,0.2,0.4372,33.66971637694419
C173,,4864.0,516.0,143,17202.32,1509.43,2024-12-04,0.10608552631578948,0.2771317829457364,2.925251937984496,10.396566915988153
C151,,7721.0,665.0,133,18244.62,2508.28,2024-02-06,0.08612873980054397,0.2,3.7718496240601507,6.273757315770168
C116,Instagram Ads,20359.0,1899.0,476,66148.27,4072.3,2024-08-27,0.09327570116410433,0.2506582411795682,2.1444444444444444,15.243466836922623
C178,Unknown,18041.0,1444.0,228,4847.7,674.95,2024-08-09,0.08003990909594812,0.15789473684210525,0.4674168975069252,6.182309800725979
C183,LinkedIn Ads,1895.0,43.0,12,1524.41,116.78,2024-01-11,0.022691292875989446,0.27906976744186046,2.715813953488372,12.05369070046241
C169,,49762.0,1718.0,284,20423.04,2522.47,2024-10-26,0.0345243358385917,0.16530849825378346,1.4682596041909195,7.096445150982966
C212,,6179.0,468.0,62,3406.79,346.0,2024-03-23,0.07574041106975239,0.13247863247863248,0.7393162393162394,8.84621387283237
C185,,45660.0,3623.0,744,49151.11,12659.12,2024-01-19,0.07934734997809899,0.20535467844327904,3.4940988131382835,2.8826640398384717
C217,Facebook Ads,20812.0,943.0,49,5789.68,3708.46,2024-01-01,0.04531039784739573,0.051961823966065745,3.9326193001060448,0.5612086957928629
C239,,27282.0,479.0,79,7676.33,1146.57,2024-08-14,0.01755736382963126,0.1649269311064718,2.3936743215031315,5.695038244503171
C114,Email,17701.0,1538.0,430,30674.59,4971.82,2024-03-03,0.08688774645500254,0.2795838751625488,3.2326527958387516,5.169690374953237
C219,Facebook Ads,42648.0,5394.0,860,94879.04,13146.59,2024-05-19,0.12647720877884075,0.15943641082684465,2.4372617723396366,6.21700760425327
C207,,31147.0,1374.0,239,15224.79,5732.12,2024-09-17,0.04411339775901371,0.17394468704512372,4.171848617176128,1.6560487219388293
C101,LinkedIn Ads,47782.0,2475.0,456,68329.92,5832.31,2024-03-17,0.05179774810598133,0.18424242424242424,2.356488888888889,10.715755849740496
C215,,22818.0,1290.0,301,18905.63,5441.19,2024-04-06,0.056534315014462266,0.23333333333333334,4.217976744186046,2.4745395768205123
C162,Unknown,15506.0,2013.0,271,14781.61,4602.73,2024-07-14,0.129820714562105,0.13462493790362642,2.2865027322404368,2.2114875302266266
C199,Instagram Ads,32661.0,4738.0,262,38029.17,8027.96,2024-02-21,0.14506598083340988,0.05529759392148586,1.6943773744195862,3.7370901200304933
C213,Facebook Ads,34668.0,4765.0,115,3470.9,18859.48,2024-03-20,0.13744663666782048,0.024134312696747113,3.9579181532004197,-0.8159599310267304
C237,Unknown,20952.0,2048.0,549,42993.64,5268.0,2024-11-12,0.09774723176785033,0.26806640625,2.572265625,7.161283219438117
C118,Email,41563.0,4398.0,441,18455.0,2988.85,2024-02-20,0.10581526838774871,0.10027285129604366,0.6795929968167349,5.174615654850528
C126,,11102.0,1189.0,324,5326.15,4332.48,2024-05-30,0.10709782021257432,0.27249789739276703,3.6438015138772073,0.2293536265603073
C192,YouTube Ads,28425.0,863.0,145,12938.34,3131.47,2024-03-28,0.030360598065083552,0.16801853997682503,3.6285863267670915,3.1317144983027143
C145,,40143.0,5295.0,1024,44765.36,21888.9,2024-03-14,0.1319034451834691,0.19338999055712935,4.133881019830029,1.045116931412725
C160,,42005.0,1913.0,175,1980.24,7038.8,2024-05-27,0.045542197357457445,0.09147935180345008,3.679456351280711,-0.7186679547650168
C240,Instagram Ads,5040.0,362.0,42,3874.92,1080.04,2024-08-05,0.07182539682539682,0.11602209944751381,2.98353591160221,2.5877560090367027
C165,,19999.0,757.0,96,7454.32,981.27,2024-10-19,0.03785189259462973,0.12681638044914134,1.2962615587846764,6.596604400419864
C192,LinkedIn Ads,46027.0,2362.0,694,70893.61,3431.56,2024-10-16,0.05131770482542855,0.2938187976291279,1.4528196443691785,19.65929489794729
C113,,18956.0,2248.0,189,,2742.15,2024-04-07,0.11859041991981431,0.08407473309608542,1.219817615658363,
C165,Instagram Ads,41372.0,976.0,190,2948.64,3525.47,2024-01-18,0.023590834380740597,0.19467213114754098,3.6121618852459014,-0.16361790059197778
C249,YouTube Ads,48195.0,1368.0,375,20902.75,2797.71,2024-04-12,0.02838468720821662,0.2741228070175439,2.045109649122807,6.471378377315734
C176,YouTube Ads,7747.0,585.0,24,2773.95,729.84,2024-12-12,0.07551310184587583,0.041025641025641026,1.2475897435897436,2.8007645511344945
C202,YouTube Ads,6118.0,738.0,17,1447.04,1631.05,2024-12-10,0.12062765609676365,0.023035230352303523,2.210094850948509,-0.11281689709083106
C168,Unknown,42047.0,5955.0,299,12777.78,2412.39,2024-10-14,0.1416272266749114,0.05020990764063812,0.4051032745591939,4.296730628132268
C184,Email,42644.0,803.0,201,27600.17,1260.07,2024-07-28,0.01883031610543101,0.2503113325031133,1.5692029887920298,20.903679954288254
C130,Instagram Ads,3171.0,451.0,47,3711.47,319.4,2024-10-02,0.14222642699463892,0.10421286031042129,0.7082039911308203,10.620131496556043
C135,Unknown,29929.0,1853.0,529,56871.6,4760.0,2024-10-27,0.06191319456045975,0.2854830005396654,2.5688073394495414,10.94781512605042
C140,Unknown,43120.0,1028.0,161,10808.93,4416.69,2024-01-17,0.023840445269016696,0.1566147859922179,4.296391050583657,1.4472919765706902
C195,,29257.0,2114.0,182,11061.24,9343.66,2024-07-07,0.07225621218853608,0.08609271523178808,4.419895931882687,0.1838230415062192
C240,YouTube Ads,4168.0,274.0,20,542.05,1058.12,2024-08-20,0.06573896353166987,0.072992700729927,3.8617518248175178,-0.48772350962083694
C124,Email,42254.0,4205.0,1227,20958.38,7151.61,2024-03-05,0.09951720547167132,0.29179548156956003,1.7007395957193816,1.9305820647378704
C185,Instagram Ads,39258.0,408.0,106,3207.17,345.15,2024-05-08,0.01039278618370778,0.25980392156862747,0.8459558823529412,8.29210488193539
C145,Facebook Ads,43523.0,5714.0,325,19550.02,20635.61,2024-10-28,0.1312869057739586,0.05687784389219461,3.611412320616031,-0.05260760403981274
C183,Google Ads,11619.0,547.0,30,2068.03,425.2,2024-02-02,0.047078061795335226,0.054844606946983544,0.7773308957952468,3.863664158043274
C222,,23926.0,1958.0,98,7892.67,8362.12,2024-01-23,0.08183565995151718,0.05005107252298264,4.270745658835547,-0.056140069743079585
C234,LinkedIn Ads,30218.0,3023.0,86,,11664.71,2024-08-06,0.10003971143027335,0.02844856103208733,3.858653655309295,
C128,,46887.0,6440.0,261,5562.08,18385.23,2024-02-03,0.1373515046814682,0.04052795031055901,2.8548493788819873,-0.697470197544442
C133,LinkedIn Ads,41115.0,4055.0,703,39034.75,18156.01,2024-09-28,0.0986258056670315,0.17336621454993834,4.477437731196054,1.1499630150016442
C176,,33331.0,3158.0,150,16237.37,12258.5,2024-11-29,0.0947466322642585,0.04749841671944269,3.881728942368588,0.32458049516661913
C242,Email,28385.0,2078.0,174,,4581.36,2024-07-31,0.0732076801127356,0.08373435996150144,2.2046968238691047,
C116,YouTube Ads,44109.0,1195.0,142,14646.97,4124.18,2024-01-27,0.02709197669409871,0.11882845188284519,3.4511966527196654,2.551486598548075
C174,LinkedIn Ads,23245.0,569.0,92,2912.92,1323.04,2024-02-25,0.024478382447838246,0.1616871704745167,2.325202108963093,1.2016870238239208
C190,YouTube Ads,7729.0,902.0,163,20050.79,3472.39,2024-11-14,0.11670332513908656,0.18070953436807094,3.8496563192904656,4.774348503480312
C243,Google Ads,40111.0,5618.0,1417,67226.28,5942.43,2024-12-25,0.14006132980977787,0.2522249911000356,1.057748309006764,10.312927539743841
C180,YouTube Ads,23204.0,251.0,66,5892.81,497.81,2024-03-13,0.010817100499913808,0.26294820717131473,1.9833067729083664,10.837468110323215
C108,Facebook Ads,49097.0,4137.0,518,38078.39,3976.15,2024-06-08,0.08426176752143716,0.12521150592216582,0.9611191684795746,8.576698565194974
C184,Facebook Ads,3647.0,115.0,26,441.14,73.9,2024-08-14,0.03153276665752673,0.22608695652173913,0.6426086956521739,4.969418132611637
C209,,39985.0,2874.0,277,32046.7,2236.07,2024-08-08,0.07187695385769663,0.09638135003479471,0.7780340988169798,13.331706968028728
C129,LinkedIn Ads,44647.0,4687.0,732,75687.74,2300.16,2024-07-21,0.10497905794342285,0.15617665884360998,0.4907531470023469,31.9054239705064
C115,Google Ads,13597.0,709.0,56,1635.92,973.59,2024-06-16,0.05214385526219019,0.07898448519040903,1.3731875881523272,0.6802966341067596
C131,Google Ads,32796.0,3757.0,259,16376.32,12230.61,2024-09-13,0.11455665325039639,0.06893798243279212,3.25541921746074,0.3389618342829997
C181,Unknown,37778.0,2516.0,501,,5034.86,2024-06-15,0.0665996082375986,0.19912559618441972,2.0011367249602543,
C144,,45394.0,6299.0,281,36032.01,8326.83,2024-10-28,0.138762832092347,0.04461025559612637,1.321928877599619,3.327218161052886
C203,Facebook Ads,26136.0,3446.0,788,32323.83,12310.13,2024-02-09,0.13184879093970003,0.228670922809054,3.5722954149738824,1.6257911167469399
C231,Facebook Ads,34973.0,2846.0,778,45833.95,9548.31,2024-11-26,0.08137706230520687,0.2733661278988053,3.354992972593113,3.800215954446389
C138,Email,6937.0,211.0,15,1415.04,737.0,2024-12-01,0.030416606602277643,0.07109004739336493,3.4928909952606637,0.9199999999999999
C120,Instagram Ads,41353.0,3274.0,757,88101.78,7155.01,2024-10-16,0.07917200686770004,0.23121563836285888,2.1854031765424557,11.313299352481687
C183,YouTube Ads,10093.0,722.0,109,10724.94,2631.39,2024-10-29,0.07153472703854157,0.15096952908587258,3.644584487534626,3.0757698402745324
C115,YouTube Ads,33448.0,681.0,101,1541.77,1258.96,2024-05-26,0.020359961731643148,0.14831130690161526,1.8486930983847283,0.2246377962762915
C120,Facebook Ads,40505.0,3773.0,481,43889.38,16253.22,2024-01-22,0.09314899395136403,0.12748476013782137,4.307771004505698,1.700349838370489
C216,Email,21271.0,2014.0,323,46538.21,4415.08,2024-06-24,0.09468290160312162,0.16037735849056603,2.192194637537239,9.54073991864247
C194,YouTube Ads,18739.0,1203.0,284,29832.97,625.48,2024-11-19,0.0641976626287422,0.23607647547797173,0.5199334995843724,46.6961213787811
C186,Facebook Ads,21806.0,506.0,106,5276.74,1689.88,2024-12-02,0.023204622580941026,0.20948616600790515,3.3396837944664033,2.12255308069212
C139,YouTube Ads,5541.0,507.0,30,1769.25,2212.71,2024-12-23,0.09149972929074174,0.05917159763313609,4.364319526627219,-0.20041487587618803
C201,Instagram Ads,39196.0,4281.0,187,16502.58,12854.44,2024-06-17,0.10922032860495968,0.043681382854473254,3.00267227283345,0.28380388410541424
C133,Facebook Ads,42537.0,4418.0,717,8999.98,7056.6,2024-04-19,0.10386251968874156,0.1622906292440018,1.5972385694884563,0.2753989173256241
C188,,12783.0,533.0,31,644.9,2050.24,2024-02-21,0.041696002503324725,0.058161350844277676,3.846604127579737,-0.6854514593413453
C230,Google Ads,43580.0,2490.0,584,16554.57,4686.74,2024-03-24,0.05713630105553006,0.23453815261044178,1.8822248995983935,2.532214289676833
C195,,30456.0,3585.0,852,68506.71,7379.28,2024-03-23,0.11771079590228527,0.23765690376569037,2.058376569037657,8.283657755228154
C152,Instagram Ads,16584.0,286.0,44,2726.67,1208.07,2024-12-30,0.017245537867824408,0.15384615384615385,4.224020979020978,1.2570463632074302
C233,Facebook Ads,18881.0,410.0,26,1895.52,1006.99,2024-08-11,0.02171495153858376,0.06341463414634146,2.4560731707317074,0.8823622876096088
C124,Email,29765.0,3983.0,1117,76051.58,7827.02,2024-07-10,0.13381488325214178,0.28044187798142106,1.965106703489832,8.71654346098515
C161,Unknown,5548.0,346.0,9,1262.84,1323.29,2024-11-28,0.06236481614996395,0.02601156069364162,3.8245375722543353,-0.04568159662658983
C186,Instagram Ads,9217.0,141.0,39,2969.6,534.48,2024-12-27,0.015297819247043506,0.2765957446808511,3.7906382978723405,4.556054482861847
C221,,40527.0,435.0,18,824.93,1655.98,2024-10-07,0.01073358501739581,0.041379310344827586,3.8068505747126435,-0.5018478484039662
C236,Unknown,7486.0,888.0,76,2056.47,1155.68,2024-11-23,0.11862142666310446,0.08558558558558559,1.3014414414414415,0.7794458673681293
C218,Facebook Ads,7465.0,949.0,151,12842.18,2803.55,2024-10-21,0.12712659075686536,0.15911485774499473,2.954214963119073,3.5806852026894473
C162,Instagram Ads,19288.0,1351.0,259,11312.86,2768.99,2024-12-06,0.07004355039402738,0.19170984455958548,2.0495854922279793,3.085554660724669
C122,YouTube Ads,4635.0,665.0,114,13691.14,1617.29,2024-01-11,0.14347357065803668,0.17142857142857143,2.432015037593985,7.4654823810201005
C200,,3053.0,302.0,88,4004.97,111.2,2024-02-04,0.09891909597117589,0.2913907284768212,0.36821192052980134,35.01591726618705
C189,Email,48234.0,4919.0,241,22043.42,17108.54,2024-03-09,0.10198200439523987,0.04899369790607847,3.4780524496848955,0.28844541965591436
C112,YouTube Ads,35983.0,2065.0,412,52016.53,6557.75,2024-12-22,0.05738821109968596,0.19951573849878934,3.1756658595641647,6.9320696885364645
C223,Instagram Ads,9037.0,170.0,40,2963.01,260.52,2024-01-23,0.018811552506362732,0.23529411764705882,1.532470588235294,10.373445416858592
C110,Email,18950.0,1136.0,271,35558.39,1924.48,2024-03-04,0.05994722955145119,0.238556338028169,1.6940845070422534,17.476882066844027
C228,,34231.0,1620.0,69,4790.67,3415.85,2024-04-02,0.047325523648155184,0.04259259259259259,2.1085493827160495,0.40248254460822347
C240,LinkedIn Ads,21250.0,517.0,57,2929.21,1123.36,2024-08-06,0.02432941176470588,0.1102514506769826,2.17284332688588,1.6075434411052558
C143,,23238.0,1687.0,377,51884.63,4862.57,2024-08-10,0.07259660900249591,0.2234736218138708,2.882377000592768,9.67020731835223
C171,Google Ads,5117.0,531.0,71,5810.08,1831.72,2024-03-22,0.10377174125464139,0.1337099811676083,3.449566854990584,2.171925840193916
C108,Instagram Ads,40017.0,4199.0,599,16575.65,5421.67,2024-11-26,0.10493040457805433,0.14265301262205288,1.291181233627054,2.057295999203198
C194,YouTube Ads,25290.0,3614.0,105,3305.54,7913.48,2024-07-08,0.14290233293792012,0.029053680132816822,2.18967349197565,-0.5822899659820964
C196,,5238.0,473.0,79,5192.26,1432.32,2024-05-07,0.0903016418480336,0.16701902748414377,3.0281606765327695,2.6250698168007154
C215,Email,40299.0,2014.0,557,43873.79,1641.57,2024-02-07,0.04997642621404998,0.27656405163853026,0.8150794438927507,25.726725025432973
C216,Instagram Ads,46951.0,3395.0,151,15925.98,13074.79,2024-06-12,0.07230942897914848,0.04447717231222386,3.85118998527246,0.21806774716840566
C189,Facebook Ads,36244.0,3113.0,839,108390.99,10240.52,2024-12-24,0.08589007835779715,0.2695149373594603,3.2895984580790234,9.584520122025053
C145,YouTube Ads,33541.0,1388.0,410,49564.57,1796.48,2024-09-09,0.041382188962761995,0.2953890489913545,1.2942939481268012,26.589825659066616
C107,YouTube Ads,36508.0,3290.0,496,73220.35,2780.18,2024-02-14,0.09011723457872248,0.15075987841945288,0.8450395136778115,25.33655015142905
C117,LinkedIn Ads,26293.0,3942.0,872,72896.93,13917.2,2024-10-21,0.1499258357737801,0.22120750887874174,3.5304921359715884,4.237902020521369
C119,Instagram Ads,20976.0,2096.0,306,32195.87,3661.63,2024-10-09,0.09992372234935164,0.14599236641221375,1.7469608778625956,7.792769886635186
C147,Instagram Ads,28552.0,2295.0,603,76216.01,5682.49,2024-06-04,0.08037965816755394,0.2627450980392157,2.4760305010893244,12.41243187405521
